Date,Time,VFAS(V),Curr(mA),SWR,RSSI(dB),RxBt(V),A2(V),mAh(mAh),LiPo(V),GSpd(kmh),GPS,GAlt(m),GAl2(m),Grng(m),Gdst(m),Rud,Ele,Thr,Ail,S1,S2,S3,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH
2016-07-05,16:19:19.240,11.14,0,16,90,4.9,11.6,0,11.14,44.4,4109.2567W 4316.0724N,280.1,1,383,383,-4,-8,29,-1,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:20.270,11.14,0,17,90,4.9,11.7,0,11.14,44.8,4109.2505W 4316.0745N,280.2,1,375,375,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:21.300,11.14,0,16,88,4.9,11.7,0,11.14,44.5,4109.2421W 4316.0774N,280.2,1,366,366,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:22.340,11.14,0,17,89,4.9,11.7,0,11.14,43.9,4109.2337W 4316.0801N,280.4,1,355,355,-4,-8,30,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:23.350,11.14,0,17,90,4.9,11.7,0,11.14,41.4,4109.2256W 4316.0826N,280.4,1,346,346,-6,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:24.370,11.14,0,16,91,4.9,11.7,0,11.14,39.1,4109.2178W 4316.0850N,280.5,1,338,338,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:25.410,11.14,0,17,89,4.9,11.7,0,11.14,35.9,4109.2105W 4316.0872N,280.6,1,329,329,-4,-10,30,-1,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:26.440,11.14,0,17,88,4.9,11.7,0,11.14,31.4,4109.2037W 4316.0891N,280.6,1,322,322,-4,-8,30,-1,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:27.460,11.14,0,17,88,4.9,11.7,0,11.14,26.8,4109.1979W 4316.0908N,280.6,1,316,316,-4,-8,30,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:28.490,11.14,0,17,90,4.9,11.7,0,11.14,22,4109.1929W 4316.0922N,280.7,1,311,311,-4,-8,30,-1,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:29.510,11.15,0,16,86,4.9,11.7,0,11.15,16.6,4109.1888W 4316.0934N,280.6,1,307,307,-4,-8,30,-2,72,-6,-1024,-1024,-6,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:30.540,11.15,0,16,88,4.9,11.7,0,11.15,11.1,4109.1859W 4316.0943N,280.6,1,304,304,-4,-8,29,-2,72,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:31.570,11.14,0,16,87,4.9,11.7,0,11.14,8,4109.1839W 4316.0948N,280.6,1,302,302,-4,-8,29,-2,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:32.590,11.14,0,17,90,4.9,11.7,0,11.14,7.7,4109.1820W 4316.0953N,280.5,1,300,300,-4,-8,30,-4,72,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:33.610,11.14,0,17,91,4.9,11.7,0,11.14,10,4109.1809W 4316.0959N,280.4,1,299,299,-4,-10,30,-4,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:34.640,11.14,0,17,91,4.9,11.7,0,11.14,15.1,4109.1791W 4316.0972N,280.4,1,296,296,-3,-10,30,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:35.670,11.14,0,16,89,4.9,11.7,0,11.14,18.9,4109.1775W 4316.0995N,280.4,1,291,291,-4,-8,30,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:36.710,11.14,0,17,89,4.9,11.7,0,11.14,21.6,4109.1767W 4316.1026N,280.4,1,285,285,-6,-8,30,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:37.710,11.14,0,16,88,4.9,11.7,0,11.14,25.4,4109.1771W 4316.1060N,280.2,1,280,280,-6,-8,31,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:38.730,11.14,0,17,89,4.9,11.7,0,11.14,27.2,4109.1793W 4316.1097N,279.9,0,275,275,-6,-8,30,-2,71,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:39.760,11.14,0,17,90,4.9,11.6,0,11.14,29.9,4109.1810W 4316.1137N,279.7,0,268,268,-4,-10,30,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:40.800,11.14,0,17,90,4.9,11.6,0,11.14,32.6,4109.1841W 4316.1179N,279.8,0,262,262,-4,-10,30,-2,71,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:41.810,11.14,0,16,88,4.9,11.7,0,11.14,32.3,4109.1866W 4316.1236N,279.8,0,255,255,-4,-10,30,-1,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:42.850,11.14,0,16,88,4.9,11.7,0,11.14,31.4,4109.1903W 4316.1314N,279.7,0,243,243,-4,-10,30,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:43.860,11.14,0,16,89,4.9,11.6,0,11.14,30.1,4109.1903W 4316.1314N,279.6,0,243,243,-4,-10,30,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:44.900,11.14,0,17,87,4.9,11.6,0,11.14,29.9,4109.1931W 4316.1401N,279.3,0,231,231,-4,-10,30,-4,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:45.940,11.14,0,17,89,4.9,11.7,0,11.14,30.7,4109.1939W 4316.1435N,279.2,0,226,226,-4,-10,30,-2,71,-6,-1024,-1024,-8,1,-1,-1,1,0,1,-1,-1
2016-07-05,16:19:46.980,11.14,0,17,88,4.9,11.7,0,11.14,30.6,4109.1945W 4316.1493N,279.3,0,217,217,-4,-8,30,-2,71,-6,-1024,-1024,-7,1,-1,-1,1,0,1,-1,-1
