./;Bat5L.wav;5 percent battery remaining
./;Bat10L.wav;10 percent battery remaining
./;Bat20L.wav;20 percent battery remaining
./;Bat30L.wav;30 percent battery remaining
./;Bat40L.wav;40 percent battery remaining
./;Bat50L.wav;50 percent battery remaining
./;Bat60L.wav;60 percent battery remaining
./;Bat70L.wav;70 percent battery remaining
./;Bat80L.wav;80 percent battery remaining
./;Bat90L.wav;90 percent battery remaining
./;BatNo.wav;No more battery remaining
