mahRe2|Bat5L|5 percent battery remaining
mahRe2|Bat10L|10 percent battery remaining
mahRe2|Bat20L|20 percent battery remaining
mahRe2|Bat30L|30 percent battery remaining
mahRe2|Bat40L|40 percent battery remaining
mahRe2|Bat50L|50 percent battery remaining
mahRe2|Bat60L|60 percent battery remaining
mahRe2|Bat70L|70 percent battery remaining
mahRe2|Bat80L|80 percent battery remaining
mahRe2|Bat90L|90 percent battery remaining
mahRe2|BatNo|No more battery remaining
